sentence,term,page_number,file_name,word,tag,word_labels
մինչ ալգ գիտությանը շատ քիչ բան էր հայտնի դեղձուտի վանքի մասին քանի որ պատմագրական տեղեկությունները սակավ են իսկ հուշարձանի վիմագրերն էլ լինելով զուտ նվիրատըվական չեն նպաստում ալդ հարցերի լուսաբանությանը,Վիմագիր,115.0,Divan_Prak6,մինչ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պաբոնին եւ զաւակացն նորա վերծանությունը նախ այն պատճառով որ կամաւն շնորհիւ վիմագրերում սովորաբար վերագրվում է ասածուն ուստի անսովոր է աշխարհիկ իշխանության նման հորջորջումը և ապա՝ եթե նուլնիսկ ընդունենք կամաւն պարոնին հատվածը ալդ դեպքում տարակուսանք է առաջացնում շարունակութլունը,Վիմագիր,117.0,Divan_Prak6,պաբոնին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
անհասկանալի ե չհիմնավորված է մենաստան անապատ անվանումը որի համար ըստ երևուլթին հիմք են ծառալել ոչ թե պատմագրական կամ վիմագրական նյութերը այլ հուշարձանի ներկալիս ինքնամփոփ ու անապատական վիճակը,Վիմագիր,124.0,Divan_Prak6,անհասկանալի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հավանական է որ շինեցի զածածինս վերաբերում է կամ եկեղեցու վերանորոգմանը կամ հուշարձանախմբի ալլ կառուցվածքների մատուռ խաշարձա ըրոնք րնր ա իր մ,վերանորոգմանը,138.0,Divan_Prak6,հավանական,O,"O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O"
սակայն նվերների մասին բնագրում ոչ մի ակնարկ չկա իսկ արձանագրությունն էլ հենց սկզբից թվագրված է՝ ոկզ ուստի անհավանական է որ նրա հեղինակները անհրաժեշտութլուն զգալին ալս ոչ մեծ նվիրագրի վերջում նորից շեշտելու ժամանակը այն էլ առանձին նախագասությամբ,նվիրագրի,144.0,Divan_Prak6,սակայն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O"
այստեղից բնագրի հեղինակներն այս տողն ավելացնելով ուղում են ընդգծել որ նույն նվիրագիրը գրված է նաև վանքի սրբութլուններից մեկի՝ արծաթի խաչի վրա,նվիրագիրը,145.0,Divan_Prak6,այստեղից,O,"O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O"
ամբողջովին վերանորոգված են արևելլան ճակատի երկու անկլունները բեմի կենտրոնական մասը արևմտլան դռան շրջանակը և անկլունների հատվածները մասնակի վերանորոգման է ենթարկվել նաև գմբեթը,վերանորոգման,149.0,Divan_Prak6,ամբողջովին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O"
հրապարակի վրա էին միալն նախկին տեղագրողների՝ ջալալլանցի և բարխուդարլանցի խիստ համառոտ նկարադրությունները և մի քանի վիմական արձանագրությունների ընդօրինակությունները՝ վերծանված պակասավոր ու աղավաղված,վիմական արձանագրություն,153.0,Divan_Prak6,հրապարակի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O"
մակարավսնքի առաջին հանգամանալի ուսումնասիրությունը կատարել է բանասեր գ սարգսլանը որը դեռևս թ ղեկավարելով հուշարձանախմբի մաքրման աշխատանքները միաժամանակ հետազոտել է համակառուլցի շինությունները ընդօրինակել և վերծանել պահպանված վիմական արձանագրությունները,վիմական արձանագրություն,153.0,Divan_Prak6,մակարավսնքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O"
այս պրակում երևան են գալիս ևս երկու նվիրագրեր՝ փորագրված եկեղեցու ներսում ն ա ա,նվիրագիր,154.0,Divan_Prak6,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրությունը մակարավանքի նախնագույն վիմագրերից է և վերաբերում է հովհաննես ա ի առաջնորդության ժամանակներին,Վիմագիր,159.0,Divan_Prak6,արձանագրությունը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
փորագրման ժամանակը որոշում ենք նվիրատուի՝ ականջ իշխանի հիշատակությամբ որը վկալված է նաև աստվածածին փոքր եկեղեցու գլխավոր խորանի արևմըտլան պատին պահպանված ընդարձակ նվիրագրում՝ իբրև հուշարձանի կառուցումը նյութական միջոցներով նպաստավորող,նվիրագիր,160.0,Divan_Prak6,փորագրման,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հավանաբար գրիգորը հոգևոր կենտրոնի միաբանության աչքի ընկնող և ազդեցիկ վարդապետներից է յովանեսի օգնականը կամ գուցե աթոռակիցը ալլապես անհասկանալի կմնա նրա անվան հիշատակությունը մի այսպիսի կարևոր շինարարական արձանագրության մեջ,շինարարական արձանագրության,162.0,Divan_Prak6,հավանաբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,I-INSC,O"
անհասկանալի է մնում թե ինչու թարելը իր անունով սկսված ալս վերջին նվիրագիրը կիսատ թողնելով տարի անց ողժ ողդ իր եղբոր հետ փորագրել է տվել սույն վիմագիրը,վիմագիրը,180.0,Divan_Prak6,անհասկանալի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC"
իր կազմությամը հիշեցնում է առաքելոց վանքի վիմագրերից մեկում հիշված մլքնազ իգական անունը որը նույնպես ալլուստ վկալված չէ,վիմագրերից,181.0,Divan_Prak6,իր,O,"O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
րդ շարքում փորագրված է ի տունի փոխ ի տաւնի աւ ու հնչյունափոխությունը բաղաձայնին նախորդող դիրքում արձանագրված է նույն ժամանակների այլ վիմագրերում ևս և արտահալտում է բարբառային արտասանություն ուստի չենք ուղղում չհամարելով պատահական վրիպում,վիմագրերում,182.0,Divan_Prak6,րդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O"
նրա մեծ տապանաքարը գտնվում է սանահնի վանքի բակում մեծ գավթի մուտքի առջև և ունի գրիգոր սր վարդապետ որդի արասայ տապանագրությունը՝ առանց թվագրության,տապանագրությունը,190.0,Divan_Prak6,նրա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մանրամասն ս ավագյան դավիթ շոթոռկա որդու նվիրագիրը և ե աճականի կիրառությունը վիմական արձանագրություններում պբհ էջ,վիմական արձանագրություններում,194.0,Divan_Prak6,մանրամասն,O,"O,O,O,O,O,O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O"
ատ օրբելյան և այլն այլև բազմաթիվ վիմական արձանագրություններում սկսած ական թթ մինչև ական թթ,վիմական արձանագրություններում,206.0,Divan_Prak6,ատ,O,"O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O"
գոհարբսթե գոհարսիթի գոհարսթի իգ անձնանվան սեռ տր հոլովաձևն է որ հաճախ է հանդիպում դարերի վիմական արձանագրություններում և ձեռագրերի հիշատակարաններում,վիմական արձանագրություններում,211.0,Divan_Prak6,գոհարբսթե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
զուլգ եկեղեցիներից հյուսիսալինի արևմայան մուտքի ճակատակալի սրբատաշ մակերեսին դրսից փորագրված է տողանի շինարարական արձանագրութլյունը որի րովանդակութլունը շատ կարեվոր է հուշարձանների ալս խմբի ժամանակագրությունը պարղելու տեսակետից,շինարարական արձանագրութլյունը,212.0,Divan_Prak6,զուլգ,O,"O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O,O,O,O,O"
արձանագրության լեղուն հիշեցնում է ղաբաբաղի մելիքների ժամանակամերձ վիմագրերի լեզուն մելիք եգանի ընդարձակ արձանագրությունը արցախի տող գլուղում թեև հեղինակն ամեն կերպ աշխատել է չշեղվել ժամանակի գրական հալերենից,վիմագրերի,219.0,Divan_Prak6,արձանագրության,O,"O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մինչ ալս հալտնի էր սագանի մեկ որդու՝ խութլուրուղտլի անունը թեև վիմագրության մեջ ակնարկներ կալին սադունի զավակների մասին կանգնեցի սր նշանս վասն երկար կենաց պարոն սադունին և զաւակաց իւրոց,վիմագրության,221.0,Divan_Prak6,մինչ,O,"O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ե է աճականի գործածության անկանոնությունները՝ բազմավանկ բալերի հետ նաև հոգնակի թվում հաճախ են նկատվում ջ դարերի վիմագրերում և ապացույց են որ նախահավելվածի նշանակությունն արդեն մթագնած էր ե չէր գիտակցվում ուստի գրարարի հետևողաթյամբ բայց ոչ ճիշտ կիրառությամբ վկալված է արձանագրաթյաններում,վիմագրերում,224.0,Divan_Prak6,ե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սիթի արար տիկին իգ րիր անիաոդ կանոց վար լուն յաաեանանննըը ալամսիթի գոհարսիթի ամրարսիթի նուրճոսակարաններում գործածական էին դարերի վիմագրերում և ձեռագրերի հի,վիմագրերում,224.0,Divan_Prak6,սիթի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O"
սամսոն ըստ ավանդության որմնագիր,որմնագիր,317.0,Divan_Prak6,սամսոն,O,"O,O,O,B-INSC"
ժամանակագրական տախտակ՝ դիվանի հատորում գետեղված վիմական արձահագրաւրյունների,վիմական արձանագրություն,329.0,Divan_Prak6,ժամանակագրական,O,"O,O,O,O,O,B-INSC,O"
պրակում ամփոփված են այժմյան ուկրաինայի և մոլդովայի տարածքներում գոյություն ունեցած հայկական նախկին գաղթօջախների հայերեն ռուսերեն լեհերեն յատիներեն և մասամը՝ մոլդովերեն ու հայատառ ղփչաղերեն վիմագրությունները որոնք հավաստի տեղեկություններ են պարունակում այդ վայրերում ապրած հայ ագգարնակչության քաղաքական սոցիալ տնտեսական կրթամշակութային կյանքի վերարերյալ,վիմագրությունները,6.0,Divan_Prak7,պրակում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
առաջին երախտավորներից հատկապես պետք է նշել վենետիկի սխիթարյան միաբանության անդամ մինաս բժշկյանին որն իր մանապարհոբդութիւն ի լեհաստան մեծարժեք աշխատության մեջ զեսեղել է իր իսկ ընդօրինակած բազմաթիվ վիմագրություններ որոնցից շատերն այժմ գոյություն չունեն և հայագիտության անդաստանն են մտել նրա վերծանությունների շնորհիվ,վիմագրություններ,7.0,Divan_Prak7,առաջին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վիմագրերի համաձայն՝ նրանց մի մասը շապին գարահիսարից են որոնք իրենց կյանքը աւանգել են ազատութեան գազափարի համար ի կամաւորութեան,վիմագրերի,15.0,Divan_Prak7,վիմագրերի,B-INSC,"B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վիմագրերի համաձայն՝ նրանց մի մասը շապին գարահիսարից են որոնք իրենց կյանքը աւանդել են ագատութեան գաղափարի համար ի կամաւորութեան,վիմագրերի,17.0,Divan_Prak7,վիմագրերի,B-INSC,"B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բացի շինարարական րովանդակության մի րկր վիմագրված կոթողներից որոնցում նշվում է հուշաըձանի անունը մնացածների տեղը այժմ արը ել հնարավոր չէ ուստի գրանք պրակում արվում են թվականի աեղագրության համահայն բանդի վերծանվել են այգ ժամանակ այսինքն՝ մինչև թեոգոսիայի քարեղարանի հիմնագթեոդոսիայի,վիմագրված,22.0,Divan_Prak7,բացի,O,"O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ սեպտեմրերի ին ս սարդսի սբահներում բացվեց տեղի երկրադիտական թանդարանի մասնաճյուղ հւոյկական քարեդարանը որի կաղմակերպման աշխատանքներին մասնակցել և հայերեն բոլոր վիմադրությունները ռուսերեն է թարդմանել տողերիս հեղինակը,վիմադրությունները,37.0,Divan_Prak7,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ներկա պրակում ասարգիս հուշարձաախմրի վիմադրությունները արվում են այժմյան տեղագրությամբ րացառությամբ երկրադիտական թանղարանից բերվածների,վիմադրությունները,38.0,Divan_Prak7,ներկա,O,"O,O,O,O,B-INSC,O,O,O,O,O,O,O,O"
